time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,main_category,category_of_expenditure,early_years_establishments,primary_schools,secondary_schools,sen_and_special_schools,pupil_referral_units_and_alt_provision,post_16,gross_expenditure,income,net_expenditure,net_per_capita_expenditure,EES_order
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,1540671,0,0,1540671,0,1540671,13,22
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Schools,1.2.13 Therapies and other health related services,19891,153674,144366,5596,3091,0,326619,0,326619,3,24
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1912045,93865,1818180,23,67
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,863900,86586,777314,10,68
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,198111,50023,148088,2,69
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,565664,1066828,10257890,250844,x,12141226,0,12141226,154,70
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,2698937,2698937,0,2698937,34,72
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Cornwall,908,E06000052,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,1682594,1682594,0,1682594,21,73
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,153137,0,7667080,2559023,x,10379240,,10379240,262,2
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.1 Top-up funding – maintained schools,0,7935649,1404052,8129742,4188815,x,21658259,370396,21287863,151,12
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,3944515,5214808,12482179,0,9915335,31556836,159884,31396952,223,13
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,665400,0,0,23242583,0,0,23907983,77425,23830558,169,14
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,2070224,1235143,x,x,x,3305367,0,3305367,23,15
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.5 SEN support service,0,451635,1866738,3051238,2287380,0,7656991,552106,7104885,51,16
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.6 Hospital education services,x,x,x,0,2739414,x,2739414,121933,2617481,19,17
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.7 Other alternative provision services,0,0,0,0,0,0,0,0,0,0,18
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.8 Support for inclusion,97416,271549,206003,458822,0,0,1033790,0,1033790,7,19
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.2.13 Therapies and other health related services,0,7216,19453,4135,0,0,30804,0,30804,0,24
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,2470466,80102,2390364,24,67
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,6939824,381998,6557826,66,68
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,873814,20000,853814,9,69
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,53751,744059,1195306,12736681,208320,x,14938117,300390,14637727,147,70
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,692717,0,692717,42370,650347,7,72
202324,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,335186,0,335186,20502,314684,3,73
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,923760,100357,21626412,2413369,x,25063898,,25063898,270,2
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.1 Top-up funding – maintained schools,1407668,16407416,3311782,36437814,321075,x,57885755,0,57885755,198,12
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",1502043,4515845,7647497,7648084,138654,7186390,28638513,0,28638513,98,13
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,27821707,0,3411442,31233149,0,31233149,107,14
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,2445000,1820000,x,x,x,4265000,0,4265000,15,15
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.5 SEN support service,957923,4765626,3224729,582195,0,0,9530473,17754,9512720,33,16
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.6 Hospital education services,x,x,x,1736749,315551,x,2052301,0,2052301,7,17
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.7 Other alternative provision services,23799,210343,539459,96836,12614340,0,13484776,1104405,12380371,42,18
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.8 Support for inclusion,0,1856004,0,2036193,0,0,3892197,0,3892197,13,19
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,639501,0,x,639501,0,639501,2,20
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,423134,0,0,423134,0,423134,1,21
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,0,0,0,0,0,0,0,22
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.2.13 Therapies and other health related services,164568,2522895,1572783,65886,0,0,4326132,0,4326132,15,24
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,3291765,55315,3236450,15,67
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,9558297,16926,9541371,45,68
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,754060,12000,742060,4,69
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,23278,815149,101168,19374217,9513757,x,29827570,236717,29590853,141,70
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,2848221,2848221,0,2848221,14,72
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,363050,363050,0,363050,2,73
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,130416,219336,2896194,768774,x,4014720,,4014720,322,2
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.1 Top-up funding – maintained schools,0,1940648,716710,4472916,1083154,x,8213427,11988,8201439,316,12
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,1180439,654166,0,0,1974166,3808771,15454,3793317,146,13
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,210948,0,0,4373984,0,0,4584932,0,4584932,177,14
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,30000,0,x,x,x,30000,0,30000,1,15
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.5 SEN support service,174976,488723,414928,0,158731,385688,1623045,59427,1563618,60,16
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.6 Hospital education services,x,x,x,23095,0,x,23095,0,23095,1,17
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.7 Other alternative provision services,0,92509,0,0,1426002,0,1518511,17777,1500734,58,18
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.8 Support for inclusion,0,387713,0,0,0,0,387713,114722,272991,11,19
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,757949,0,0,757949,9449,748500,29,22
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Schools,1.4.11 SEN transport,0,176820,150120,203519,0,139541,670000,0,670000,37,36
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,352937,4502,348435,19,67
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,814217,68556,745661,41,68
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,122415,2278,120137,7,69
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,430924,554402,442415,0,x,1427741,0,1427741,79,70
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,162841,0,412432,575273,0,575273,32,72
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Isle of Wight,921,E06000046,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,142292,142292,0,142292,8,73
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,0,0,6705000,0,x,6705000,,6705000,224,2
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.1 Top-up funding – maintained schools,0,8785731,2182306,5600440,0,x,16568477,0,16568477,103,12
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,10760343,11538425,21913052,0,2518896,46730717,0,46730717,290,13
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,657957,0,0,696717,15964139,386439,17705252,1113213,16592039,103,14
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,2669824,1199486,x,x,x,3869311,0,3869311,24,15
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.5 SEN support service,2273466,1135618,272880,262363,127072,16203,4087603,211753,3875851,24,16
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.6 Hospital education services,x,x,x,1905741,0,x,1905741,0,1905741,12,17
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.7 Other alternative provision services,0,0,0,0,4244757,0,4244757,62608,4182150,26,18
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.8 Support for inclusion,383248,3136624,1965747,309000,20220,35741,5850580,1046842,4803737,30,19
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,1170633,0,0,1170633,0,1170633,7,21
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.11 Direct payments (SEN and disability),1152,76626,221391,25515,303,582193,907179,0,907179,6,22
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.2.13 Therapies and other health related services,0,0,0,0,0,0,0,0,0,0,24
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,1349511,0,1349511,12,67
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,5080821,10956,5069865,43,68
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,616485,81807,534678,5,69
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,2385123,3559668,19010114,1510111,x,26465016,3516,26461500,227,70
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,3926230,3926230,425650,3500580,30,72
202324,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,123149,123149,18103,105046,1,73
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,1500000,0,13667044,0,x,15167044,,15167044,427,2
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.1 Top-up funding – maintained schools,128924,11785975,375783,21642218,0,x,33932900,0,33932900,182,12
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",128924,11748776,15710981,13904830,5786215,5211929,52491655,0,52491655,281,13
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,0,0,53492160,0,0,53492160,0,53492160,287,14
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.5 SEN support service,1031392,5750933,3833956,0,0,0,10616281,0,10616281,57,16
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.6 Hospital education services,x,x,x,0,25000,x,25000,0,25000,0,17
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.7 Other alternative provision services,0,0,0,0,4307934,0,4307934,0,4307934,23,18
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.8 Support for inclusion,0,547366,364911,0,0,0,912277,0,912277,5,19
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,541552,0,0,541552,0,541552,3,22
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.2.13 Therapies and other health related services,0,230526,153684,0,0,0,384210,0,384210,2,24
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Schools,1.4.11 SEN transport,0,0,0,0,0,0,0,0,0,0,36
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,5118113,990374,4127739,33,67
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,12353900,167245,12186655,96,68
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,302485,27630,274855,2,69
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,358327,358327,24041758,13639472,x,38397884,546165,37851719,299,70
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,0,0,0,7343377,7343377,109000,7234377,57,72
202324,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,0,0,0,0,0,0,0,0,73
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,88427,108077,10382271,630435,x,11209210,,11209210,578,2
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.1 Top-up funding – maintained schools,284453,3583322,2626471,11161338,0,x,17655584,621700,17033884,265,12
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,1609450,1585132,3574775,0,385936,7155293,0,7155293,111,13
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,0,24833,24833,6149722,0,1171376,7370764,184683,7186081,112,14
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,342997,292183,x,x,x,635180,0,635180,10,15
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.5 SEN support service,335854,1818184,1808405,144035,117518,0,4223997,278508,3945489,61,16
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.6 Hospital education services,x,x,x,0,0,x,0,0,0,0,17
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.7 Other alternative provision services,0,223040,4210918,26843,0,0,4460802,872410,3588392,56,18
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.8 Support for inclusion,104,53412,213336,35,0,0,266888,0,266888,4,19
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.11 Direct payments (SEN and disability),0,0,0,270141,0,0,270141,0,270141,4,22
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.2.13 Therapies and other health related services,0,0,0,155189,0,0,155189,0,155189,2,24
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Schools,1.4.11 SEN transport,0,57336,57336,951778,11467,68803,1146720,0,1146720,24,36
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Other education and community,2.1.1 Educational psychology service,x,x,x,x,x,x,2071551,261490,1810061,38,67
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Other education and community,"2.1.2 SEN administration, assessment and coordination and monitoring",x,x,x,x,x,x,1199416,0,1199416,26,68
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Other education and community,"2.1.3 Independent Advice and Support Services (Parent partnership), guidance and information",x,x,x,x,x,x,89098,0,89098,2,69
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Other education and community,2.1.4 Home to school transport (pre 16): SEN transport expenditure,0,487450,365587,4691705,548381,x,6093123,0,6093123,130,70
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Other education and community,2.1.6 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 16-18),x,x,172680,1477372,172680,95933,1918665,0,1918665,41,72
202324,Financial year,Local authority,England,E92000001,North East,E12000001,Northumberland,929,E06000057,Other education and community,2.1.7 Home to post-16 provision: SEN/ LLDD transport expenditure (aged 19-25),x,x,170935,1462447,170935,18993,1823311,0,1823311,39,73
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.0.2 High needs place funding within Individual Schools Budget,0,147500,0,4388906,0,x,4536406,,4536406,154,2
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.1 Top-up funding – maintained schools,0,6362492,72411,5680807,0,x,12115710,0,12115710,73,12
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,"1.2.2 Top-up funding – academies, free schools and colleges",0,8063382,5592898,14790201,1230552,95529,29772561,0,29772561,179,13
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.3 Top-up and other funding – non-maintained and independent providers,1574097,0,0,27994218,0,10937171,40505486,0,40505486,244,14
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.4 Additional high needs targeted funding for mainstream schools and academies,0,0,0,x,x,x,0,0,0,0,15
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.5 SEN support service,1423271,2077823,1318369,30381,0,301741,5151586,0,5151586,31,16
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.6 Hospital education services,x,x,x,34750,0,x,34750,0,34750,0,17
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.7 Other alternative provision services,25962,220790,343188,6446,8419848,12143,9028376,0,9028376,54,18
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.8 Support for inclusion,20066,432628,540662,0,0,13908,1007264,0,1007264,6,19
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,1.2.9 Special schools and PRUs in financial difficulty,x,x,x,0,0,x,0,0,0,0,20
202324,Financial year,Local authority,England,E92000001,South East,E12000008,Oxfordshire,931,E10000025,Schools,"1.2.10 PFI/ BSF costs at special schools, AP/ PRUs and Post 16 institutions only",x,x,x,0,0,0,0,0,0,0,21
