EstablishmentName,SEN_Provision_List,HasSENProvision
"All Saints Church of England Primary School, Sapcote",Not applicable,False
Ullesthorpe Church of England Primary School,Not applicable,False
Claybrooke Primary School,Not applicable,False
"St Mary's Church of England Primary School, Bitteswell",Not applicable,False
South Kilworth Church of England Primary School,Not applicable,False
Swinford Church of England Primary School,Not applicable,False
Whaplode Church of England Primary School,Not applicable,False
Branston Church of England Infant Academy,Not applicable,False
Barlow Hall Primary School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Brookburn Community School,Not applicable,False
Thames View Primary School,Not applicable,False
St Margaret's Infant School,Not applicable,False
The Rowans,"SEMH - Social, Emotional and Mental Health",True
Riverside Primary School,VI - Visual Impairment; ASD - Autistic Spectrum Disorder,True
Pallister Park Primary School,Not applicable,False
Monkston Primary School,Not applicable,False
Ranelagh Primary School,ASD - Autistic Spectrum Disorder,True
Ravenscroft Primary School,ASD - Autistic Spectrum Disorder,True
Kensington Primary School,Not applicable,False
Curwen Primary School,Not applicable,False
Heather Avenue Infant School,Not applicable,False
Lionwood Infant and Nursery School,"SLCN - Speech, language and Communication",True
George White Junior School,MLD - Moderate Learning Difficulty,True
Lionwood Junior School,MLD - Moderate Learning Difficulty,True
Thompson Primary School,Not applicable,False
Pilgrim Academy,Not applicable,False
Barton Church of England Primary School,Not applicable,False
Croft Church of England Primary School,Not applicable,False
East Cowton Church of England Primary School,Not applicable,False
Leyburn Primary School,Not applicable,False
Ravensworth Church of England Primary School,Not applicable,False
South Otterington Church of England Primary School,Not applicable,False
Aspin Park Academy,Not applicable,False
Eppleby Forcett Church of England Primary School,Not applicable,False
Ainderby Steeple Church of England Primary School,Not applicable,False
Kirkby Fleetham Church of England Primary School,Not applicable,False
Middleton Tyas Church of England Primary School,Not applicable,False
Meadowside Academy,Not applicable,False
Wollaston Primary School,Not applicable,False
Falconer's Hill Infant School,Not applicable,False
The Abbey Primary School,Not applicable,False
Kettering Park Infant Academy,Not applicable,False
Standens Barn Primary School,Not applicable,False
St James Infant School,Not applicable,False
Prudhoe West Academy,Not applicable,False
Abbeyfields First School,Not applicable,False
Colonel Frank Seely Academy,Not applicable,False
Robert Miles Infant School,Not applicable,False
Sir John Sherbrooke Junior School,Not applicable,False
Edith Moorhouse Primary School,Not applicable,False
Dr Radcliffe's Church of England Primary School,Not applicable,False
Wroxton Church of England Primary School,Not applicable,False
Pilgrim Primary Academy,Not applicable,False
Solent Infant School,Not applicable,False
Highbury Primary School,Not applicable,False
Springfield School,Not applicable,False
Solent Junior School,Not applicable,False
Arundel Court Primary Academy and Nursery,Not applicable,False
Roughwood Primary School,Not applicable,False
Brampton Ellis CofE Primary School,Not applicable,False
Wentworth CofE Junior and Infant School,Not applicable,False
Moorside High School,Not applicable,False
Ellesmere Park High School,ASD - Autistic Spectrum Disorder,True
Burford CofE Primary School,Not applicable,False
Greenfields Primary School,Not applicable,False
Radbrook Primary School,Not applicable,False
Harton Academy,"SLCN - Speech, language and Communication",True
Great Oaks School,"SpLD - Specific Learning Difficulty; OTH - Other Difficulty/Disability; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; MSI - Multi-Sensory Impairment; PD - Physical Disability; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Penkridge Middle School,Not applicable,False
Co-op Academy Friarswood,Not applicable,False
Cherry Trees School,"HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; MSI - Multi-Sensory Impairment; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Wightwick Hall School,"SpLD - Specific Learning Difficulty; VI - Visual Impairment; OTH - Other Difficulty/Disability; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
St Mary's Church of England Primary School,Not applicable,False
Aldeburgh Primary School,Not applicable,False
Handford Hall Primary School,Not applicable,False
Springfield Infant School and Nursery,Not applicable,False
Claydon High School,Not applicable,False
Hartest Church of England Primary School,Not applicable,False
The Willows Primary School,Not applicable,False
Halifax Primary School,Not applicable,False
Wells Hall Primary School,Not applicable,False
Highfield Academy,Not applicable,False
George Washington Primary School,Not applicable,False
Valley Road Academy,"SLCN - Speech, language and Communication",True
Hill View Infant Academy,Not applicable,False
John F Kennedy Primary School,ASD - Autistic Spectrum Disorder,True
Hill View Junior Academy,Not applicable,False
Hetton Lyons Primary School,ASD - Autistic Spectrum Disorder,True
West Hill School,ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty,True
Bletchingley Village Primary School,"SLCN - Speech, language and Communication",True
Hamsey Green Primary,Not applicable,False
Tatsfield Primary School,Not applicable,False
Woodlea Primary School,Not applicable,False
Linden Bridge School,ASD - Autistic Spectrum Disorder,True
Treetops School,ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty,True
Stebon Primary School,Not applicable,False
Bygrove Primary School,Not applicable,False
Wrenthorpe Academy,Not applicable,False
St Mary's CofE Primary School,Not applicable,False
St Saviour's Church of England Primary School,Not applicable,False
Kassia Academy and Support Services,"SEMH - Social, Emotional and Mental Health",True
Oakwood Avenue Community Primary School,"OTH - Other Difficulty/Disability; SEMH - Social, Emotional and Mental Health",True
Bishops Itchington Primary School,Not applicable,False
St Philip Howard Catholic School,Not applicable,False
East Preston Junior School,Not applicable,False
St Edmund Campion Catholic Primary School and Nursery,Not applicable,False
Bisham Church of England Academy,Not applicable,False
St Stephen's Church of England Primary School,Not applicable,False
Goldthorn Park Primary School,Not applicable,False
Parkfield Primary School,Not applicable,False
Kempsey Primary School,Not applicable,False
Malvern Parish CofE Primary School,Not applicable,False
Madresfield CofE Primary School,Not applicable,False
Pinvin CofE Academy,Not applicable,False
Hartlebury CofE Primary School,Not applicable,False
Hanley Swan St Gabriel's with St Mary's CofE Primary School,Not applicable,False
Clifton With Rawcliffe Primary School,Not applicable,False
Acomb Primary School,Not applicable,False
Park Grove Primary Academy,Not applicable,False
Woodthorpe Primary School,Not applicable,False
West Walker Primary School,"VI - Visual Impairment; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Central Walker Church of England Primary School,Not applicable,False
Benfield School,ASD - Autistic Spectrum Disorder; PD - Physical Disability,True
Tyneview Primary School,ASD - Autistic Spectrum Disorder,True
Walkergate Community School,Not applicable,False
Filey Church of England Nursery and Infants Academy,Not applicable,False
Beck Row Primary Academy,Not applicable,False
Clements Primary Academy,MLD - Moderate Learning Difficulty,True
Shrewton CofE Primary Academy,Not applicable,False
Moreton School,Not applicable,False
North Gosforth Academy,Not applicable,False
The James Cambell Primary School,"SEMH - Social, Emotional and Mental Health",True
Farrington Gurney Church of England Primary School,Not applicable,False
Marksbury CofE Primary School,Not applicable,False
Chandag Primary School,Not applicable,False
St Matthias Academy,Not applicable,False
Notton House Academy,"SEMH - Social, Emotional and Mental Health",True
Harris Primary Academy Beckenham Green,Not applicable,False
Guyhirn CofE VC Primary School,Not applicable,False
St John's CofE Primary School,Not applicable,False
Dobwalls Community Primary School,Not applicable,False
Liskeard School and Community College,"ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health",True
Trewidland Primary School,Not applicable,False
Eckington Junior School,Not applicable,False
Beechcroft St Paul's CofE Primary School,Not applicable,False
"St Mary's Church of England Primary School, Bradford Abbas",Not applicable,False
Olive Hill Primary Academy,Not applicable,False
Jarvis Brook Primary School,Not applicable,False
Lawford Mead Primary & Nursery,Not applicable,False
Kings Road Primary School,Not applicable,False
Paisley Primary School,Not applicable,False
Tile Cross Academy,Not applicable,False
Newland School for Girls,Not applicable,False
Rosendale Primary School,Not applicable,False
The Elmgreen School,"HI - Hearing Impairment; SEMH - Social, Emotional and Mental Health",True
Swannington Church of England Primary School,Not applicable,False
Putteridge High School,Not applicable,False
Challney High School for Girls,Not applicable,False
"King's Park Infant School, Dereham",Not applicable,False
Grove House Infant and Nursery School,Not applicable,False
Garvestone Community Primary School,Not applicable,False
Dereham Neatherd High School,ASD - Autistic Spectrum Disorder,True
Beeston Primary School,Not applicable,False
Hall Meadow Primary School,Not applicable,False
Welford Sibbertoft and Sulby Endowed School,Not applicable,False
Westbury Academy,"SEMH - Social, Emotional and Mental Health",True
Woodlands Academy,ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty,True
Mapplewells Primary and Nursery School,Not applicable,False
Woodsetts Primary School,Not applicable,False
Brampton Cortonwood Infant School,Not applicable,False
Anston Brook Primary School,Not applicable,False
Rainhill High School,Not applicable,False
Rainford High School,Not applicable,False
Springfield Junior School,Not applicable,False
St Andrew's Church of England Infant School,Not applicable,False
Ackton Pastures Primary Academy,Not applicable,False
Half Acres Primary Academy,Not applicable,False
Heytesbury Church of England Primary School,Not applicable,False
St Barnabas CofE First and Middle School,Not applicable,False
Crowle CofE First School,Not applicable,False
Hallmoor School,"SpLD - Specific Learning Difficulty; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty",True
Bordesley Village Primary School,Not applicable,False
West Wycombe School,Not applicable,False
Dorney School,Not applicable,False
St Mark's CofE Primary School,Not applicable,False
Manshead Church of England Academy,ASD - Autistic Spectrum Disorder,True
Derwent Primary School,Not applicable,False
Temple Normanton Junior Academy,Not applicable,False
Rossington St Michael's CofE Primary School,Not applicable,False
Pennine View School,Not applicable,False
Edlington Victoria Academy,Not applicable,False
Rosedale Primary School,Not applicable,False
Maple Grove Primary School,Not applicable,False
Leigh Beck Junior School,Not applicable,False
Janet Duke Primary School,Not applicable,False
River Tyne Academy Gateshead,Not applicable,False
The Whitstable School,Not applicable,False
Blacklow Brow School,Not applicable,False
The Hyndburn Academy,Not applicable,False
Knowles Primary School,Not applicable,False
Mary Astell Academy,Not applicable,False
Sprowston Community Academy,Not applicable,False
Mattishall Primary School,Not applicable,False
Emneth Academy,Not applicable,False
Sir Thomas Wharton Academy,Not applicable,False
The Orchard Independent Special School,Not applicable,False
Baxter College,Not applicable,False
Atherton St George's CofE Primary School,Not applicable,False
St Augustine's CofE Primary School,Not applicable,False
The Rowan School,Not applicable,False
Maple House School,Not applicable,False
Youth Works Community College,Not applicable,False
The Belsteads School,ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty,True
Wybunbury Delves CofE Primary School,Not applicable,False
Park Hill Junior School,Not applicable,False
St Giles CofE Primary School,Not applicable,False
Lew Trenchard Church of England Primary School,Not applicable,False
Drake Primary Academy,Not applicable,False
Churchfield CofE Primary Academy,Not applicable,False
Auriol Junior School,HI - Hearing Impairment,True
Wyvern St Edmund's,Not applicable,False
The Trafalgar School at Downton,Not applicable,False
Turves Green Primary School,PD - Physical Disability,True
Heritage High School,Not applicable,False
Axe Valley Academy,Not applicable,False
Kettering Park Junior Academy,Not applicable,False
Bracken Leas Primary School,Not applicable,False
Collingtree Church of England Primary School,Not applicable,False
Springfield Academy,Not applicable,False
"St Peter's CofE Primary Academy, Mansfield",Not applicable,False
West Kidlington Primary and Nursery School,Not applicable,False
Clare Community Primary School,Not applicable,False
Cherry Tree Academy,Not applicable,False
St Mary's Catholic Primary School,Not applicable,False
Croxley Danes School,Not applicable,False
The Retreat,Not applicable,False
Endeavour Academy Bexley,"SEMH - Social, Emotional and Mental Health",True
Aspire Academy,"SEMH - Social, Emotional and Mental Health",True
Horizons Academy Bexley,Not applicable,False
Christ Church CofE Primary School,Not applicable,False
Southfield Primary,Not applicable,False
Tranmoor Primary,Not applicable,False
Bessacarr Primary,Not applicable,False
Buckland Newton Church of England Primary School,Not applicable,False
Sherborne Abbey Church of England Primary School,Not applicable,False
Thornford CofE Primary School,Not applicable,False
St Andrew's Church of England Primary School,Not applicable,False
Sherborne Primary School,Not applicable,False
Netherton CofE Primary School,Not applicable,False
Roebuck Academy,Not applicable,False
St Teresa's Catholic Primary School,Not applicable,False
Alderman Cogan's Church of England Primary Academy,Not applicable,False
Rise Academy,Not applicable,False
Barnsole Primary School,Not applicable,False
New Bradwell Primary School,ASD - Autistic Spectrum Disorder,True
Spooner Row Primary School,Not applicable,False
Tivetshall Community Primary School,Not applicable,False
Burston Community Primary School,Not applicable,False
Foulsham Primary School Academy,Not applicable,False
Knayton Church of England Academy,Not applicable,False
Guilsborough Church of England Primary School,Not applicable,False
Westdale Junior School,Not applicable,False
Horspath Church of England Primary School,Not applicable,False
Garsington Church of England Primary School,Not applicable,False
Mount Pleasant Primary,Not applicable,False
Ludlow Church of England School,Not applicable,False
Puriton Primary School,Not applicable,False
Westover Green Community School and Autism Centre,ASD - Autistic Spectrum Disorder,True
Seabridge Primary School,Not applicable,False
Milton Primary Academy,Not applicable,False
Holton St Peter Community Primary School,Not applicable,False
Bungay Primary School,Not applicable,False
Edgar Sewter Community Primary School,Not applicable,False
Ilketshall St Lawrence School,Not applicable,False
Wenhaston Primary School,Not applicable,False
South Hylton Primary Academy,Not applicable,False
Somers Heath Primary School,Not applicable,False
Fitzwilliam Primary School,Not applicable,False
Northlands Wood Primary Academy,Not applicable,False
St Katharine's CofE Primary School,Not applicable,False
St Teresa's Catholic Academy,Not applicable,False
St Oswald's CofE Primary School,Not applicable,False
Orchard Primary School,Not applicable,False
Kensworth Church of England Academy,Not applicable,False
Barton Moss Community Primary School,Not applicable,False
Holy Trinity Church of England Primary Academy and Nursery,Not applicable,False
Robert Shaw Primary and Nursery School,Not applicable,False
William Booth Primary and Nursery School,Not applicable,False
Rochdale Sixth Form College,Not applicable,False
Small Heath Leadership Academy,HI - Hearing Impairment,True
Orion Eden Park,Not applicable,False
Pear Tree Community Junior School,Not applicable,False
Scargill CofE Primary School,Not applicable,False
St George's CofE Primary School,Not applicable,False
Our Lady of Sorrows Catholic Voluntary Academy,Not applicable,False
St Andrew's Church of England Primary School,Not applicable,False
Gilberdyke Primary School,Not applicable,False
Moat Primary Academy,Not applicable,False
William Byrd Primary Academy,Not applicable,False
Newchurch-In-Pendle St Mary's Church of England Primary School,Not applicable,False
Parkview Academy,"SEMH - Social, Emotional and Mental Health",True
Whitfield CofE Primary School,Not applicable,False
"Tudor Grange Samworth Academy, A church of England School",Not applicable,False
Hatfield Academy,Not applicable,False
Hartley Brook Primary School,Not applicable,False
Castle Academy,Not applicable,False
Oakhill Primary Academy,"SLCN - Speech, language and Communication",True
Wainwright Primary Academy,Not applicable,False
Queen Elizabeth's Academy,Not applicable,False
Park Vale Academy,Not applicable,False
Spalding Academy,Not applicable,False
The Newark Academy,Not applicable,False
Rawmarsh Sandhill Primary School,Not applicable,False
Gosberton Academy,Not applicable,False
Woodside Academy,Not applicable,False
The Academy of St Francis of Assisi,Not applicable,False
The East Manchester Academy,Not applicable,False
Teesdale School and Sixth Form,Not applicable,False
Chadsmead Primary Academy,Not applicable,False
North Walsall Primary Academy,Not applicable,False
Gorse Hill Primary School,Not applicable,False
The Godolphin Junior Academy,OTH - Other Difficulty/Disability; ASD - Autistic Spectrum Disorder,True
The Totteridge Academy,Not applicable,False
Three Rivers Academy,ASD - Autistic Spectrum Disorder,True
Green Street Green Primary School,"SLCN - Speech, language and Communication",True
King's Academy Ringmer,Not applicable,False
King's Academy College Park (Junior),Not applicable,False
Willowpark Primary Academy,Not applicable,False
Waterhead Academy,Not applicable,False
The City Academy Bristol,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty",True
"Newham Collegiate Sixth Form Centre, City of London Academy",Not applicable,False
Brunel College,Not applicable,False
The Green School for Boys,Not applicable,False
"Wetherby School, Kensington",Not applicable,False
Dean Trust Wigan,Not applicable,False
Farnham Heath End,Not applicable,False
Christ Church CofE Primary and Nursery Academy,Not applicable,False
St Kew Academy,Not applicable,False
Upton Cross Academy,Not applicable,False
Beech Hill Primary School,Not applicable,False
Bishop Loveday Church of England Primary School,Not applicable,False
Bracken Lane Primary Academy,Not applicable,False
Britannia Village Primary School,Not applicable,False
Cauldwell School,Not applicable,False
Childer Thornton Primary School,Not applicable,False
Deddington Church of England Primary School,Not applicable,False
Valley Invicta Primary School At East Borough,ASD - Autistic Spectrum Disorder,True
Gaywood Primary School,Not applicable,False
Granville Academy,Not applicable,False
Gunthorpe CofE Primary School,Not applicable,False
High Bickington Church of England Primary Academy,Not applicable,False
Hooton Pagnell All Saints Church of England Primary School,"SpLD - Specific Learning Difficulty; OTH - Other Difficulty/Disability; SLCN - Speech, language and Communication",True
Jeavons Wood Primary School,Not applicable,False
Kingsway Primary School,"SEMH - Social, Emotional and Mental Health",True
Highwoods Academy,Not applicable,False
Northwood Primary School,Not applicable,False
Parklands Community Primary and Nursery School,Not applicable,False
Pentland Primary School,ASD - Autistic Spectrum Disorder,True
Rushy Meadow Primary Academy,HI - Hearing Impairment,True
Shackleton Primary School,Not applicable,False
Shortstown Primary School,Not applicable,False
South Moreton Primary School,Not applicable,False
South Wilford Endowed CofE Primary School,Not applicable,False
St Anthony's Catholic Primary School,Not applicable,False
St John's Church of England Primary School,Not applicable,False
St Mark's Church of England Primary School,"SEMH - Social, Emotional and Mental Health",True
Stoke-by-Nayland Church of England Primary School,Not applicable,False
Livingstone Road Infant School,Not applicable,False
Thrumpton Primary Academy,Not applicable,False
Treeton Church of England Primary School,Not applicable,False
Trentham Academy,Not applicable,False
Walbottle Village Primary School,Not applicable,False
Witheridge Church of England Primary Academy,Not applicable,False
Wolfreton School and Sixth Form College,Not applicable,False
Wolverham Primary and Nursery School,Not applicable,False
Ackworth Mill Dam School,Not applicable,False
Astley Primary School,Not applicable,False
Bligh Primary School (Juniors),Not applicable,False
Brightwell-Cum-Sotwell Church of England Primary School,Not applicable,False
Oasis Academy Broadoak,Not applicable,False
Duloe CofE VA Primary Academy,Not applicable,False
Earley St Peter's Church of England Primary School,Not applicable,False
East Ward Community Primary School,ASD - Autistic Spectrum Disorder,True
Featherstone Girnhill Infant School,Not applicable,False
Hemblington Primary School,Not applicable,False
Higher Lane Primary School,"SEMH - Social, Emotional and Mental Health",True
Kidmore End Church of England Primary School,Not applicable,False
The Lyppard Grange Primary School,Not applicable,False
Meon Junior School,Not applicable,False
Moorings Way Infant School,Not applicable,False
Mountbatten Primary School,Not applicable,False
North Hinksey Church of England Primary School,Not applicable,False
Norton Juxta Kempsey CofE Primary School,Not applicable,False
Orsett Church of England Primary School,Not applicable,False
Co-op Academy Priesthorpe,Not applicable,False
Scargill Infant School,Not applicable,False
Scargill Junior School,Not applicable,False
St Saviour's CofE Academy,Not applicable,False
Stoke Minster CofE Primary Academy,Not applicable,False
Sunny Bank Primary School,Not applicable,False
Caythorpe Primary School,Not applicable,False
Wixams Academy,Not applicable,False
Whybridge Junior School,Not applicable,False
Lime Academy Abbotsmede,Not applicable,False
Lime Academy Parnwell,Not applicable,False
Southgate Primary,Not applicable,False
Lime Academy Watergall,Not applicable,False
Ashington Academy,Not applicable,False
Livingstone Road Junior School,Not applicable,False
Bulphan Church of England Academy,Not applicable,False
Gentleshaw Primary Academy,Not applicable,False
Griffin Primary School,Not applicable,False
Holy Trinity Catholic and Church of England School,Not applicable,False
Ironville and Codnor Park Primary School,Not applicable,False
Jennett's Park CofE Primary School,Not applicable,False
Leigh CofE Primary School,Not applicable,False
Reading Girls' School,Not applicable,False
Samuel Barlow Primary Academy,Not applicable,False
Cloudside Academy,Not applicable,False
Royal Rise Primary School,Not applicable,False
The Grange School,ASD - Autistic Spectrum Disorder,True
Stanley High School,Not applicable,False
Clovelly House School,Not applicable,False
Belleville Wix Academy,Not applicable,False
Barclay Academy,Not applicable,False
Breadsall Hill Top Primary School,Not applicable,False
Chelmondiston Church of England Primary School,Not applicable,False
Cypress Primary School,Not applicable,False
Co-op Academy Failsworth,Not applicable,False
Great Hollands Primary School,Not applicable,False
Orchard Mead Academy,"SLCN - Speech, language and Communication; SEMH - Social, Emotional and Mental Health",True
Holyhead Primary Academy,Not applicable,False
Milwards Primary School and Nursery,ASD - Autistic Spectrum Disorder,True
Co-op Academy Portland,Not applicable,False
Venture Academy,"ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health",True
Bishop Chavasse Primary School,Not applicable,False
Rounds Green Primary School,Not applicable,False
The Coombes Church of England Primary School,Not applicable,False
The Five Islands Academy,Not applicable,False
Miers Court Primary School,Not applicable,False
Bignold Primary School and Nursery,Not applicable,False
Yeoman Park Academy,"SpLD - Specific Learning Difficulty; VI - Visual Impairment; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; MSI - Multi-Sensory Impairment; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
"St. Mary's Church of England Primary School, Edwinstowe",Not applicable,False
Ridgewell Church of England Primary School,Not applicable,False
Bay Leadership Academy,Not applicable,False
Trinity Academy Richmond,Not applicable,False
Heathcote Primary School,Not applicable,False
Barton Clough Primary School,"SLCN - Speech, language and Communication",True
Birchen Coppice Academy,Not applicable,False
New Earswick Primary School,Not applicable,False
York High School,Not applicable,False
Summerside Primary Academy,HI - Hearing Impairment,True
Knowle DGE Academy,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; MLD - Moderate Learning Difficulty",True
Green Top,Not applicable,False
St James Academy,Not applicable,False
Ouston Primary School,Not applicable,False
Parkland Infant School,Not applicable,False
Parkland Junior School,Not applicable,False
Peacehaven Community School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
Shinewater Primary School,Not applicable,False
Fawbert and Barnard's Primary School,Not applicable,False
Harlowbury Primary School,"SLCN - Speech, language and Communication",True
Tany's Dell Primary School and Nursery,HI - Hearing Impairment,True
West Hill Primary Academy,Not applicable,False
Broadacre Primary School,ASD - Autistic Spectrum Disorder,True
Parkstone Primary School,Not applicable,False
Marfleet Primary Academy,Not applicable,False
Adelaide Primary School,Not applicable,False
Victoria Dock Primary School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty",True
Thanet Primary School,Not applicable,False
Woodland Primary School,Not applicable,False
Clifton Primary School,Not applicable,False
Glaisdale Primary School,Not applicable,False
Airy Hill Primary School,Not applicable,False
Castleton Primary School,Not applicable,False
West Cliff Primary School,"SEMH - Social, Emotional and Mental Health",True
Lealholm Primary School,Not applicable,False
Kingsley Primary School,Not applicable,False
Wren Spinney Community School,"VI - Visual Impairment; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; MSI - Multi-Sensory Impairment; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Hospital and Outreach Education,Not applicable,False
Stanstead Flying High Academy,Not applicable,False
The Garibaldi School,Not applicable,False
Northbourne Church of England Primary School,Not applicable,False
St James' Church of England Primary School,Not applicable,False
St Andrew's Church of England Primary School and Nursery,Not applicable,False
St Nicholas School,ASD - Autistic Spectrum Disorder; MLD - Moderate Learning Difficulty,True
Kingsdown School,PD - Physical Disability; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty,True
Lancaster School,PD - Physical Disability; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty,True
Temple Sutton Primary School,ASD - Autistic Spectrum Disorder,True
Co-op Academy Grove,Not applicable,False
Merstham Primary School,Not applicable,False
Waterloo Primary School,Not applicable,False
The Clara Grant Primary School,Not applicable,False
Mulberry Stepney Green Mathematics and Computing College,Not applicable,False
Aloeric Primary School,Not applicable,False
Ivy Lane Primary School,Not applicable,False
Hob Moor Community Primary Academy,Not applicable,False
Hob Moor Oaks Academy,"SpLD - Specific Learning Difficulty; VI - Visual Impairment; OTH - Other Difficulty/Disability; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
Lakeside Primary Academy,Not applicable,False
Fulford School,ASD - Autistic Spectrum Disorder,True
Wheldrake with Thorganby Church of England Primary School,Not applicable,False
Dunnington Church of England Primary School,Not applicable,False
New College Doncaster,Not applicable,False
School of Science and Technology Maidstone,Not applicable,False
Hidelow Grange School,Not applicable,False
Holy Trinity Catholic School,Not applicable,False
The Royal Sutton School,Not applicable,False
Springfield Primary Academy,Not applicable,False
St Mary Redcliffe Church of England Primary School,Not applicable,False
Rhodes Wood Hospital School,Not applicable,False
Lubavitch Yeshiva Ketanah of London,Not applicable,False
Aurora Redehall School,Not applicable,False
The Lanes Primary School,Not applicable,False
New College Pontefract,Not applicable,False
"Honley CofE (VC) Junior, Infant and Nursery School",Not applicable,False
Abbot Alphege Academy,Not applicable,False
Gesher School,SpLD - Specific Learning Difficulty; ASD - Autistic Spectrum Disorder; MSI - Multi-Sensory Impairment; PD - Physical Disability,True
Bobby Moore Academy,Not applicable,False
Callywith College,Not applicable,False
Chertsey High School,Not applicable,False
Chester International School,Not applicable,False
Dixons Trinity Chapeltown,Not applicable,False
"Eden Boys' Leadership Academy, Manchester",Not applicable,False
"Eden Girls' Leadership Academy, Manchester",Not applicable,False
Great Ouse Primary Academy,Not applicable,False
Green Ridge Primary Academy,Not applicable,False
"Hallam Fields, Birstall",Not applicable,False
Harris Academy Riverside,Not applicable,False
Hope Community School Southampton,Not applicable,False
Kisharon School,"SpLD - Specific Learning Difficulty; VI - Visual Impairment; OTH - Other Difficulty/Disability; HI - Hearing Impairment; SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; MSI - Multi-Sensory Impairment; PD - Physical Disability; MLD - Moderate Learning Difficulty; SLD - Severe Learning Difficulty; PMLD - Profound and Multiple Learning Difficulty",True
London Academy of Excellence Tottenham,Not applicable,False
Parklands Educate Together Primary,Not applicable,False
Manchester Enterprise Academy Central,Not applicable,False
Mulberry UTC,Not applicable,False
Northgate Primary School,Not applicable,False
Pineham Barns Primary School,Not applicable,False
Purple Oaks Academy,Not applicable,False
Scott Medical and Healthcare College,Not applicable,False
SGS Berkeley Green UTC,Not applicable,False
Somerdale Educate Together Primary Academy,Not applicable,False
Springwell Alternative Academy Spalding,Not applicable,False
Quest Academy,Not applicable,False
Ron Dearing UTC,Not applicable,False
The Suthers School,Not applicable,False
The Wherry School,ASD - Autistic Spectrum Disorder,True
Trumpington Park Primary School,Not applicable,False
Lawn Manor Academy,Not applicable,False
Brookways School,Not applicable,False
Badocks Wood E-ACT Academy,Not applicable,False
Priestley College,Not applicable,False
Oak Hill School,Not applicable,False
East Lane Primary School,Not applicable,False
London Park School Mayfair and London Park School Sixth,Not applicable,False
Edith Kay Independent School,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder; SEMH - Social, Emotional and Mental Health; PD - Physical Disability",True
Great Sankey Primary School,Not applicable,False
Sir Thomas Boteler Church of England High School,MLD - Moderate Learning Difficulty,True
Wilden All Saints CofE Primary School,Not applicable,False
The Independent Grammar School:Durham,Not applicable,False
Alamiyah School,Not applicable,False
Watchorn Christian School,Not applicable,False
Releasing Potential School,Not applicable,False
Bishop Young Church of England Academy,"SLCN - Speech, language and Communication; ASD - Autistic Spectrum Disorder",True
